,JPN01,JPN02,JPN03,JPN04,JPN05,JPN06,JPN07,JPN08,JPN09
6487,2983,8089,30020,15272,2898,15850,6419,2950,9097
6488,3208,9006,34420,18048,3273,18506,7393,3540,10326
6489,3470,9638,38160,20067,3599,20600,8061,3900,11449
6490,3518,9902,40520,20985,3705,21516,8194,4040,12013
6491,3540,9951,42970,21117,3742,21734,8131,4140,12391
6492,3305,9504,43870,20411,3473,21265,7622,4040,12061
6493,3455,9953,46210,21653,3598,22190,7728,4170,12444
6494,3450,9949,47050,21603,3592,21995,7995,4030,12532
6495,3393,9867,46490,21246,3526,21481,8005,3930,12515
6496,3395,9836,45470,20576,3447,21137,7909,3890,12649
6497,3418,9556,43300,19330,3293,20080,7574,3650,12152
6498,3358,9289,42150,18589,3189,19520,7490,3550,11843
6499,3225,8792,40250,17431,3069,18396,7047,3320,11253
6500,3038,8368,38020,16512,2961,17252,6708,3110,10548
6501,2851,7921,35630,15762,2872,16328,6367,2880,9887
6502,2744,7608,33420,15142,2803,15361,6040,2680,9468
6503,2629,7333,31170,14416,2673,14512,5811,2590,9007
6504,2471,6946,28450,13364,2509,13217,5457,2390,8266
6505,2441,6782,26540,12529,2489,12397,5156,2290,7844
6506,2522,6839,25740,12312,2559,12330,5187,2280,7846
6507,2667,7040,25600,12293,2682,12594,5418,2380,8085
6508,2755,7195,25860,12360,2733,12706,5587,2530,8481
6509,2678,7327,26360,12671,2743,12789,5701,2660,8852
6510,2699,7401,27630,13075,2678,13028,5705,2650,8722
6511,2954,7836,30790,14448,2746,14392,5936,2850,8785
6512,3211,8848,35650,16771,3127,16857,6582,3360,9847
6513,3402,9734,39990,18572,3446,18820,7127,3690,11061
6514,3546,10022,41450,19236,3555,19580,7375,3860,11768
6515,3533,10210,41480,19666,3625,19949,7596,3990,12096
6516,3282,9795,40470,19151,3513,19483,7259,3860,12105
6517,3360,10101,41340,20083,3619,20358,7633,4000,12623
6518,3180,9903,41570,20041,3608,20461,7825,3970,12737
6519,3096,9697,40730,19674,3575,20340,8014,3910,12675
6520,3230,9370,39790,19080,3533,20209,8102,3870,12671
6521,3314,9164,38270,17692,3313,19007,7592,3580,12173
6522,3291,8933,37280,17059,3236,18330,7325,3430,11763
6523,3177,8518,35520,16145,3072,17270,6890,3200,11168
6524,2967,8061,33760,15305,2913,16170,6446,3000,10505
6525,2782,7642,31830,14707,2835,15166,6092,2780,9850
6526,2605,7352,30360,14277,2708,14314,5684,2610,9476
6527,2541,7101,28860,13668,2609,13629,5428,2520,8930
6528,2408,6783,26590,12715,2457,12456,5088,2340,8166
6529,2367,6516,24890,11875,2397,11658,4889,2230,7713
6530,2426,6542,24150,11649,2451,11612,4960,2210,7745
6531,2596,6710,24010,11710,2562,11894,5169,2310,7961
6532,2684,6902,24140,11670,2597,11902,5368,2450,8234
6533,2546,6942,24210,11537,2556,11874,5377,2540,8484
6534,2561,6774,24380,11208,2395,11616,5212,2450,8145
6535,2716,6947,26340,11646,2357,12277,5227,2520,8006
6536,2882,7334,29510,12705,2494,13797,5662,2840,8744
6537,2996,7731,32190,14043,2700,15341,6057,3110,9602
6538,3108,7845,32940,14767,2916,16353,6318,3180,10251
6539,3081,8025,32850,14951,2924,16836,6544,3320,10705
6540,2955,7762,32630,15053,2861,17018,6544,3320,11000
6541,3031,7846,33150,15371,2888,17469,6721,3320,10970
6542,2980,7803,33550,15143,2885,17116,6703,3320,10871
6543,2897,7823,33650,14650,2817,16776,6740,3300,10752
6544,2962,7929,33450,14469,2794,16568,6536,3310,10622
6545,3130,8044,33510,14521,2776,16537,6437,3150,10577
6546,3114,7952,33550,14485,2765,16635,6387,3140,10504
6547,3030,7641,32540,14014,2626,16176,6122,2980,10076
6548,2869,7374,31190,13400,2505,15532,5851,2830,9591
6549,2713,6999,29490,12742,2387,14790,5564,2670,9039
6550,2582,6781,28230,12184,2287,14075,5300,2510,8601
6551,2482,6577,26900,11831,2220,13385,5048,2440,8217
6552,2362,6289,25180,11026,2091,12383,4821,2300,7625
6553,2317,6145,23790,10447,2052,11652,4674,2180,7225
6554,2397,6209,23260,10241,2145,11461,4702,2190,7232
6555,2576,6449,23240,10445,2262,11816,5015,2300,7522
6556,2610,6646,23310,10535,2309,11764,5198,2410,7827
6557,2514,6620,23570,10576,2281,11625,5207,2480,7992
6558,2489,6465,23870,10354,2136,11519,4950,2320,7621
6559,2581,6600,25450,10727,2110,12137,5015,2280,7508
6560,2652,6911,27650,11379,2196,12932,5139,2450,7850
6561,2814,7172,29300,11736,2321,13644,5301,2590,8416
6562,2865,7269,30820,12032,2388,14003,5510,2650,8803
6563,2850,7351,30860,12305,2491,14295,5845,2670,9003
6564,2802,7453,32420,12378,2520,14395,5830,2710,9310
6565,2796,7460,33000,12182,2522,14372,5756,2620,9178
6566,2661,7309,32290,12118,2441,14139,5718,2680,9030
6567,2626,7337,31880,12102,2440,14148,5584,2720,9012
6568,2736,7461,31620,12245,2431,14350,5501,2680,8997
6569,2980,7883,32300,12867,2497,14790,5742,2670,9066
6570,3028,7908,32530,12995,2527,14991,5974,2710,9230
6571,2946,7637,31670,12570,2459,14380,5808,2600,8899
6572,2797,7325,30400,12092,2361,13717,5531,2470,8461
6573,2632,7000,28760,11577,2268,12981,5246,2320,8030
6574,2468,6674,27160,10947,2175,12287,5003,2170,7656
6575,2420,6441,25780,10656,2128,11818,4777,2130,7315
6576,2291,6211,23900,9991,2037,10907,4566,2000,6792
6577,2254,6102,22570,9506,1992,10241,4426,1920,6534
6578,2344,6189,22130,9590,2100,10390,4553,1960,6671
6579,2537,6448,22270,9934,2244,10819,4829,2120,7082
6580,2628,6729,22510,10348,2338,11203,5201,2340,7602
6581,2573,6905,23140,10880,2397,11504,5406,2490,8025
6582,2571,7004,24320,11485,2343,11741,5405,2420,7941
6583,2794,7324,27150,12772,2446,12861,5471,2440,8051
6584,3146,8177,31340,14951,2807,15041,5908,2880,8747
6585,3416,9018,34730,16572,3144,16767,6563,3140,9726
6586,3383,9218,36320,17069,3286,17182,6653,3240,10245
6587,3533,9208,37120,17457,3286,17565,6666,3300,10468
6588,3128,8865,35510,16352,3194,16820,6432,3180,10226
6589,3229,9221,36830,17328,3294,17583,6815,3330,10729
6590,3181,9306,36800,17600,3313,17532,6797,3270,11069
6591,3063,9146,36090,17248,3272,17155,6895,3210,10870
6592,3187,8980,35490,16966,3257,17084,7104,3260,10800
6593,3307,8907,34930,16189,3115,16495,6736,3100,10369
6594,3283,8759,34210,15731,3050,16167,6630,3030,10188
6595,3152,8300,32480,14809,2879,15303,6317,2850,9667
6596,2946,7928,30770,14074,2754,14482,6008,2680,9122
6597,2773,7551,28920,13563,2651,13763,5716,2520,8631
6598,2586,7291,27590,13237,2601,13166,5419,2360,8254
6599,2505,7083,26150,12854,2513,12599,5326,2300,7948
6600,2397,6855,24180,12015,2388,11564,5029,2150,7446
6601,2354,6672,22880,11469,2359,11004,4854,2070,7154
6602,2471,6784,22450,11385,2467,11153,5023,2100,7245
6603,2630,7046,22670,11662,2619,11725,5355,2280,7628
6604,2732,7266,23070,11908,2720,12030,5590,2490,8092
6605,2640,7379,23700,12208,2746,12187,5823,2610,8409
6606,2663,7356,24490,12535,2662,12267,5725,2520,8220
6607,2890,7597,26550,13368,2662,12850,5713,2520,8255
6608,3134,8472,30420,15344,2939,14872,6163,2910,8910
6609,3382,9182,33970,16797,3205,16398,6421,3100,9735
6610,3427,9393,35610,17331,3344,16752,6489,3170,10164
6611,3432,9388,36400,17290,3366,16981,6569,3140,10411
6612,3130,8996,35940,16158,3187,16146,6256,3020,10202
6613,3164,9337,37300,17141,3323,17100,6733,3190,10489
6614,3129,9472,36990,17289,3330,17395,6749,3210,10526
6615,3073,9276,35690,16981,3264,17243,6787,3150,10398
6616,3193,9071,35260,16905,3233,17137,6817,3140,10373
6617,3308,9085,34800,16525,3135,16705,6752,3050,10274
6618,3274,8896,34140,16090,3088,16365,6669,3000,10248
6619,3165,8466,32600,15250,2936,15580,6371,2840,9811
6620,2987,8038,31060,14569,2805,14760,6137,2690,9295
6621,2784,7616,29290,14083,2704,14124,5864,2530,8831
6622,2611,7314,27970,13635,2659,13538,5709,2370,8532
6623,2520,7111,26560,13263,2590,12974,5492,2320,8213
6624,2389,6779,24580,12428,2455,12047,5277,2180,7624
6625,2386,6672,23280,11928,2437,11498,5114,2110,7319
6626,2475,6712,22820,11866,2555,11623,5192,2130,7432
6627,2685,6942,23000,12088,2714,12075,5498,2290,7814
6628,2739,7205,23390,12235,2764,12366,5701,2490,8243
6629,2681,7322,24030,12347,2758,12413,5851,2580,8527
6630,2698,7396,25360,12791,2650,12557,5749,2530,8383
6631,2886,7672,27610,13693,2696,13555,5796,2590,8522
6632,3233,8480,30450,15572,3014,15728,6265,2960,9382
6633,3402,9006,32580,16733,3258,17420,6633,3190,10127
6634,3337,9125,33080,16919,3395,17720,6739,3350,10620
6635,3285,9229,32900,16899,3459,17643,6836,3470,10852
6636,3140,8720,31570,15719,3274,16988,6620,3360,10717
6637,3174,9200,33320,16749,3483,17866,7123,3560,11287
6638,3072,9373,33100,16860,3470,18098,7135,3410,11365
6639,3013,9220,32860,16614,3386,17760,7168,3420,11270
6640,3187,9124,33190,16551,3329,17646,7147,3360,11055
6641,3330,9051,33090,16158,3218,16944,6848,3150,10702
6642,3276,8811,32460,15689,3144,16711,6768,3110,10549
6643,3152,8469,31150,14996,2995,15845,6462,2940,10106
6644,2980,8055,29720,14347,2873,15020,6183,2770,9514
6645,2783,7651,28080,13811,2771,14362,5898,2590,9022
6646,2631,7294,26780,13423,2721,13659,5651,2420,8590
6647,2559,7118,25430,12968,2618,13041,5423,2360,8239
6648,2442,6778,23640,12102,2492,12087,5212,2200,7634
6649,2452,6664,22440,11622,2471,11479,4996,2120,7375
6650,2556,6765,22190,11571,2572,11619,5091,2140,7448
6651,2720,7014,22490,11861,2699,12129,5383,2300,7792
6652,2787,7235,22930,12069,2775,12316,5689,2490,8204
6653,2762,7337,23590,12278,2782,12500,5749,2580,8501
6654,2860,7438,24850,12579,2706,12629,5797,2510,8300
6655,3063,7715,27000,13448,2764,13774,5892,2570,8439
6656,3287,8593,29980,15433,3095,15570,6322,2940,9128
6657,3511,9204,32840,16748,3309,16856,6477,3050,9746
6658,3566,9383,32660,16931,3323,16957,6428,3060,9997
6659,3480,9314,33100,16927,3320,16679,6589,3080,10049
6660,3235,8729,32150,15790,3109,15739,6249,3000,9766
6661,3415,9030,35440,16463,3194,16651,6596,3140,9992
6662,3372,9221,34520,16316,3252,16410,6702,3140,10174
6663,3324,9123,34610,16285,3181,16403,6636,3100,9824
6664,3363,9064,34360,16042,3173,16294,6764,3120,10022
6665,3431,9039,33470,15686,3075,15958,6528,2950,9822
6666,3333,8817,32620,15415,3028,15815,6454,2940,9797
6667,3202,8379,31060,14574,2900,15053,6130,2770,9345
6668,3004,8060,29550,13985,2766,14370,5907,2620,8845
6669,2840,7620,27890,13406,2681,13723,5657,2460,8415
6670,2704,7279,26600,13026,2623,13090,5411,2310,8092
6671,2597,7111,25240,12675,2552,12654,5248,2260,7799
6672,2476,6718,23470,11876,2428,11760,4992,2130,7248
6673,2443,6599,22230,11424,2405,11192,4780,2060,7021
6674,2565,6721,21960,11331,2516,11446,4898,2110,7176
6675,2732,6976,22350,11665,2675,12017,5394,2280,7638
6676,2794,7248,22820,11938,2781,12246,5697,2500,8158
6677,2738,7381,23460,12172,2784,12308,5827,2590,8414
6678,2830,7388,24090,12435,2703,12449,5682,2510,8257
6679,3048,7634,25590,13233,2695,13101,5733,2510,8165
6680,3253,8351,28730,14970,2945,14718,5955,2820,8628
6681,3507,8886,31610,15981,3142,15959,6225,3050,9461
6682,3546,8909,32840,16075,3189,16455,6342,3060,9613
6683,3514,8918,33550,16186,3197,16463,6379,3130,9760
6684,3198,8488,32450,15273,3027,15774,6140,3000,9483
6685,3350,8754,33270,15995,3112,16413,6449,3130,10030
6686,3406,8785,33240,16015,3138,16258,6555,3060,10294
6687,3303,8747,32930,15742,3088,15998,6606,3010,9985
6688,3339,8761,32820,15482,3070,15977,6724,3020,9868
6689,3388,8803,32240,15022,3001,15601,6422,2900,9629
6690,3311,8678,31670,14764,2951,15375,6371,2880,9625
6691,3187,8306,30310,14104,2844,14728,6068,2720,9233
6692,3010,7901,28810,13595,2722,14022,5839,2590,8776
6693,2831,7474,27240,13160,2656,13354,5621,2450,8347
6694,2679,7167,26150,12739,2576,12788,5500,2290,8078
6695,2577,6894,24830,12287,2485,12218,5252,2250,7833
6696,2469,6552,22980,11447,2320,11364,5100,2100,7254
6697,2427,6404,21820,10853,2300,10830,4983,2050,6966
6698,2499,6487,21540,10856,2422,11110,5100,2110,7126
6699,2653,6755,21890,11180,2573,11631,5343,2280,7558
6700,2716,6926,22090,11272,2650,11805,5587,2460,7931
6701,2632,6908,22280,11107,2610,11676,5627,2500,8049
6702,2661,6710,21910,10560,2413,11289,5311,2310,7606
6703,2778,6726,22290,10615,2325,11569,5076,2240,7402
6704,2951,7076,23880,11156,2391,12421,5161,2370,7735
6705,3062,7342,25830,11637,2489,13091,5257,2490,8272
6706,3057,7466,27080,11957,2522,13450,5263,2530,8518
6707,2928,7506,27720,12118,2570,13515,5160,2550,8687
6708,2771,7361,27580,11744,2478,13342,5070,2510,8702
6709,2820,7355,27670,11747,2543,13256,5175,2600,8661
6710,2842,7289,27490,11586,2469,12959,5352,2570,8485
6711,2824,7344,27140,11436,2448,13083,5374,2550,8466
6712,2884,7294,26920,11427,2448,13067,5498,2530,8510
6713,3102,7700,27620,11813,2495,13486,5576,2540,8639
6714,3092,7707,27700,12006,2525,13744,5654,2560,8814
6715,3001,7442,27000,11670,2443,13459,5523,2470,8563
6716,2856,7152,25960,11359,2368,12969,5319,2380,8247
6717,2700,6832,24670,10833,2273,12477,5100,2250,7869
6718,2619,6546,23760,10378,2167,11866,4970,2120,7602
6719,2531,6337,22860,10104,2097,11387,4779,2090,7342
6720,2478,6073,21360,9438,1992,10587,4558,1990,6841
6721,2425,5954,20350,9184,1984,10094,4450,1940,6609
6722,2541,6105,20170,9256,2130,10357,4623,2000,6787
6723,2717,6415,20620,9632,2294,10912,4894,2170,7233
6724,2806,6645,20940,9938,2396,11164,5145,2350,7643
6725,2686,6644,21080,9971,2363,11019,5178,2390,7653
6726,2537,6438,20760,9525,2175,10532,4967,2160,7156
6727,2546,6391,21460,9521,2098,10821,4746,2020,7015
6728,2655,6565,22260,10002,2120,11622,4810,2120,7394
6729,2696,6824,23340,10357,2170,11943,4834,2240,7726
6730,2685,6852,24610,10477,2190,12265,4758,2300,7794
6731,2681,6824,25430,10661,2196,12417,4855,2280,7834
6732,2606,6851,24850,10620,2192,12454,4786,2260,7804
6733,2477,6695,24450,10678,2187,12325,4871,2230,7726
6734,2393,6697,24620,10640,2179,12436,4870,2210,7674
6735,2417,6738,24730,10803,2202,12485,4993,2210,7786
6736,2611,6897,25590,11167,2255,12741,5163,2310,7921
6737,2933,7440,27170,11767,2383,13258,5465,2430,8278
6738,2963,7475,27410,11741,2421,13473,5637,2490,8521
6739,2902,7274,26930,11514,2366,13286,5472,2400,8294
6740,2796,7047,26090,11156,2287,12847,5355,2310,7966
6741,2649,6749,24900,10843,2207,12217,5182,2200,7644
6742,2558,6498,23730,10361,2137,11601,4959,2080,7394
6743,2473,6267,22730,10022,2073,11183,4817,2060,7167
6744,2356,6047,21250,9499,1969,10577,4655,1950,6756
6745,2335,5953,20260,9158,1974,10186,4497,1920,6481
6746,2422,6129,20160,9402,2113,10459,4634,2000,6754
6747,2595,6453,20720,9899,2276,11059,5035,2210,7193
6748,2693,6698,21120,10206,2374,11330,5406,2400,7738
6749,2615,6786,21430,10366,2346,11207,5421,2400,7817
6750,2603,6697,22100,10638,2226,10996,5208,2230,7431
6751,2737,6960,23690,11722,2250,11657,5115,2220,7455
6752,2876,7478,26080,13286,2423,12678,5261,2370,7841
6753,2933,7889,27800,14290,2560,13348,5420,2460,8242
6754,2955,7972,28380,14466,2571,13764,5411,2480,8496
6755,2930,7983,28270,14313,2583,13790,5310,2540,8746
6756,2825,7779,27900,13777,2520,13687,5332,2520,8687
6757,2813,7765,28030,14287,2558,13891,5577,2530,8734
6758,2688,7781,28110,14349,2552,13766,5650,2510,8669
6759,2663,7769,28120,14221,2541,13840,5721,2520,8579
6760,2852,7998,28730,14381,2576,14002,5893,2560,8737
6761,3123,8264,29790,14688,2660,14425,6084,2650,9067
6762,3119,8171,29730,14507,2679,14575,6165,2680,9230
6763,3035,7907,28840,13979,2595,14149,5922,2580,8958
6764,2898,7611,27740,13628,2510,13686,5728,2470,8632
6765,2734,7264,26400,13142,2443,13007,5667,2340,8233
6766,2600,6929,25160,12670,2403,12490,5348,2190,7866
6767,2490,6675,23970,12353,2337,12077,5204,2170,7594
6768,2403,6401,22320,11533,2233,11172,4981,2060,7045
6769,2397,6347,21390,11088,2237,10629,4845,1980,6819
6770,2502,6523,21350,11132,2388,10977,5014,2050,6990
6771,2713,6830,21850,11426,2535,11639,5376,2230,7409
6772,2799,7062,22320,11551,2632,11881,5678,2420,7916
6773,2722,7173,22870,11709,2608,11834,5718,2480,8116
6774,2884,7267,24130,11989,2550,12029,5634,2430,7933
6775,3027,7575,26180,12965,2606,13245,5605,2450,7971
6776,3234,8387,29090,14943,2923,14930,6049,2760,8656
6777,3348,8967,30860,16527,3143,16300,6445,3010,9600
6778,3397,9053,32290,16424,3226,16811,6459,3130,9950
6779,3432,9105,33410,16691,3233,16484,6466,3210,10059
6780,3221,8639,33050,15492,3044,15409,6046,3050,9693
6781,3287,9041,34340,16346,3225,16218,6418,3170,10041
6782,3209,8904,34350,16580,3205,16283,6465,3150,10120
6783,3196,8896,33520,16343,3214,16013,6539,3060,9906
6784,3279,9049,33460,16137,3159,15966,6710,3080,9945
6785,3403,9003,33030,15641,3081,15725,6525,2960,9745
6786,3344,8722,32200,15328,3039,15558,6448,2940,9789
6787,3233,8326,30750,14538,2899,14823,6087,2780,9359
6788,3040,7993,29230,13971,2786,14115,5953,2630,8909
6789,2855,7580,27650,13478,2688,13483,5765,2490,8459
6790,2691,7266,26460,12947,2651,12861,5486,2330,8191
6791,2574,7010,25190,12527,2564,12346,5352,2290,7915
6792,2481,6692,23360,11915,2425,11409,5130,2160,7386
6793,2444,6594,22200,11304,2433,10958,4961,2090,7090
6794,2549,6754,21970,11460,2568,11218,5152,2170,7283
6795,2752,7047,22340,11735,2746,11792,5534,2350,7759
6796,2816,7252,22800,11957,2836,12111,5786,2540,8259
6797,2810,7374,23220,12124,2821,12139,5850,2610,8408
6798,2857,7344,23830,12327,2744,12223,5732,2510,8237
6799,2985,7558,25830,13074,2705,13058,5697,2530,8148
6800,3229,8271,28860,14885,2902,14737,6059,2870,8590
6801,3339,8874,31260,16063,3102,15768,6374,3040,9155
6802,3336,8956,32530,16295,3170,16186,6414,3120,9521
6803,3295,9028,33070,16274,3162,16277,6390,3200,9757
6804,3064,8437,31930,15297,3033,15501,6118,3040,9389
6805,3142,8902,32610,16269,3122,16199,6470,3150,9858
6806,3072,8873,32960,16384,3195,16216,6569,3080,10008
6807,3074,8826,32560,16292,3110,16041,6597,3040,9807
6808,3224,8710,32240,16108,3112,16023,6648,3050,9859
6809,3378,8860,32160,15684,3018,15739,6431,2930,9735
6810,3311,8710,31720,15427,2997,15577,6383,2930,9746
6811,3189,8308,30590,14515,2878,14878,6069,2770,9350
6812,3012,7971,29100,13989,2756,14140,5817,2640,8858
6813,2830,7542,27570,13407,2668,13601,5663,2480,8456
6814,2691,7223,26360,13137,2621,13081,5438,2350,8207
6815,2584,6946,25010,12669,2535,12602,5279,2290,7922
6816,2483,6620,23280,11929,2420,11686,5147,2170,7396
6817,2465,6549,22120,11441,2416,11089,4992,2090,7133
6818,2598,6713,21890,11502,2546,11377,5135,2170,7329
6819,2752,7045,22340,11846,2751,12067,5520,2380,7798
6820,2865,7311,22840,12046,2841,12391,5812,2570,8304
6821,2806,7509,23400,12275,2839,12459,5867,2630,8552
6822,2852,7558,24150,12402,2754,12470,5836,2540,8300
6823,2983,7663,25950,13203,2706,12988,5810,2560,8172
6824,3145,8365,28980,15087,2907,14523,6065,2850,8593
6825,3310,8859,31570,16319,3114,15906,6374,3010,9395
6826,3378,8935,32600,16520,3179,16345,6561,3120,9641
6827,3374,9000,33230,16597,3179,16494,6577,3090,9643
6828,3103,8458,32300,15596,3039,15633,6279,2970,9336
6829,3233,8905,33370,16478,3157,16458,6639,3130,9696
6830,3105,8970,33360,16599,3211,16403,6643,3130,10055
6831,3074,8917,32880,16332,3162,16130,6759,3070,9669
6832,3239,8814,32590,16103,3157,16082,6879,3070,9824
6833,3410,8920,32390,15764,3078,15895,6688,2950,9653
6834,3341,8744,31890,15356,3033,15635,6621,2950,9697
6835,3209,8325,30630,14568,2903,14839,6236,2780,9252
6836,3041,7974,29200,14006,2787,14183,5996,2650,8817
6837,2856,7574,27670,13477,2695,13664,5791,2490,8372
6838,2737,7271,26420,12989,2643,13047,5490,2310,8133
6839,2618,6987,25080,12639,2544,12516,5353,2260,7883
6840,2514,6666,23200,11770,2416,11583,5090,2130,7356
6841,2500,6592,22120,11307,2415,11040,4940,2070,7108
6842,2610,6790,21910,11283,2564,11336,5102,2130,7328
6843,2782,7111,22380,11666,2749,12030,5483,2330,7808
6844,2850,7365,22820,11856,2851,12412,5814,2530,8290
6845,2817,7533,23420,12040,2847,12401,5955,2590,8460
6846,2837,7558,24180,12338,2760,12407,5783,2490,8228
6847,2961,7700,25680,13114,2692,12951,5732,2450,8133
6848,3124,8282,28640,14813,2862,14478,6048,2700,8428
6849,3283,8830,31190,15951,3064,15736,6152,2960,9066
6850,3296,8942,32150,16079,3134,16097,6201,3070,9463
6851,3284,8944,32690,16102,3162,16212,6342,3100,9660
6852,3057,8472,31690,15200,2970,15462,6094,2910,9363
6853,3125,8829,32820,16076,3120,16199,6402,3050,9685
6854,3019,8961,32950,16143,3127,16188,6511,3050,9748
6855,3034,8834,32130,15895,3087,16045,6548,3010,9586
6856,3206,8687,32080,15532,3072,15875,6459,2950,9701
6857,3334,8813,31830,15148,3006,15537,6408,2860,9576
6858,3261,8587,31250,14700,2961,15278,6399,2850,9705
6859,3147,8247,29980,14135,2854,14642,6045,2690,9193
6860,2981,7890,28570,13591,2743,13986,5819,2570,8825
6861,2829,7497,27090,13169,2643,13450,5649,2420,8348
6862,2726,7146,25890,12717,2570,12951,5419,2280,8072
6863,2589,6908,24720,12417,2490,12474,5290,2240,7841
6864,2482,6606,22970,11677,2381,11514,5063,2100,7197
6865,2434,6472,21830,11155,2345,11031,5026,2050,6932
6866,2532,6640,21640,11148,2492,11228,5134,2130,7225
6867,2712,6917,22140,11443,2634,11828,5512,2310,7652
6868,2763,7108,22430,11460,2705,12014,5755,2470,8071
6869,2685,7116,22560,11352,2656,11811,5741,2470,8087
6870,2595,6904,22310,10959,2453,11470,5465,2280,7676
6871,2714,6962,22890,11016,2370,11809,5370,2260,7526
6872,2863,7228,25140,11662,2398,12666,5593,2410,7806
6873,2989,7483,26080,12029,2457,13244,5627,2470,8191
6874,2969,7574,26760,12118,2508,13515,5662,2530,8468
6875,2934,7600,27930,12145,2561,13579,5521,2520,8615
6876,2778,7446,27840,11971,2495,13346,5436,2490,8624
6877,2803,7440,27760,11920,2502,13449,5549,2490,8544
6878,2739,7410,27580,11848,2460,13367,5664,2490,8450
6879,2731,7378,27130,11775,2446,13578,5730,2500,8446
6880,2916,7329,27070,12016,2459,13766,5764,2540,8492
6881,3123,7771,27990,12424,2519,14071,5905,2590,8558
6882,3076,7718,28030,12348,2535,14044,5938,2580,8782
6883,2981,7467,27310,11928,2461,13598,5745,2480,8522
6884,2823,7169,26410,11637,2367,13097,5563,2380,8146
6885,2682,6871,25110,11155,2284,12537,5281,2260,7733
6886,2550,6557,24070,10659,2205,11897,5048,2140,7415
6887,2477,6388,23120,10391,2139,11677,4874,2120,7240
6888,2409,6064,21740,9699,2049,10776,4747,2000,6776
6889,2390,6006,20720,9325,2041,10283,4566,1940,6502
6890,2501,6190,20600,9499,2187,10569,4682,2010,6669
6891,2672,6499,21030,9926,2361,11214,5036,2200,7125
6892,2730,6675,21240,9884,2420,11395,5374,2370,7591
6893,2647,6639,21290,9916,2361,11138,5370,2360,7652
6894,2581,6508,21600,9584,2137,10650,5116,2140,7119
6895,2583,6656,22750,9765,2114,10956,5061,2070,6862
6896,2628,6925,24390,10219,2163,11639,5011,2150,7092
6897,2699,7137,26090,10587,2234,12430,5117,2250,7687
6898,2734,7148,26300,10946,2248,12759,5269,2340,7854
6899,2732,7222,25860,11067,2290,12823,5110,2340,7833
6900,2686,7184,25430,10648,2282,12741,5101,2360,7813
6901,2670,7069,25410,10835,2264,12729,5118,2330,7917
6902,2582,7130,25160,10773,2220,12465,5124,2280,7987
6903,2608,7174,25470,10837,2245,12313,5217,2260,7908
6904,2721,7412,26010,10867,2286,12529,5367,2310,7822
6905,2978,7867,27650,11608,2424,13269,5435,2390,8114
6906,2955,7845,28130,11828,2468,13679,5652,2480,8453
6907,2907,7605,27530,11595,2414,13322,5599,2400,8228
6908,2771,7303,26620,11251,2323,12974,5379,2300,7853
6909,2636,7014,25430,10854,2243,12421,5229,2190,7541
6910,2516,6616,24080,10285,2165,11747,4866,2050,7235
6911,2431,6360,23030,9955,2112,11361,4828,2030,6985
6912,2321,6116,21550,9436,2037,10551,4645,1920,6421
6913,2307,6090,20580,9162,2032,10049,4530,1880,6320
6914,2411,6299,20640,9501,2199,10386,4751,1970,6604
6915,2620,6643,21170,10033,2398,11094,5119,2190,7163
6916,2707,6905,21720,10415,2506,11435,5483,2400,7749
6917,2661,7062,22500,10761,2529,11555,5759,2460,7962
6918,2768,7107,23560,11355,2460,11710,5707,2350,7872
6919,2908,7351,25260,12459,2534,12710,5719,2390,7849
6920,3124,8037,28330,14332,2818,14439,6108,2680,8210
6921,3286,8681,30970,15511,3040,15710,6306,2880,9063
6922,3301,8755,32020,15624,3184,16062,6451,2980,9375
6923,3281,8789,32650,16039,3198,16193,6638,3010,9520
6924,3049,8514,31740,15186,3001,15395,6216,2930,9221
6925,3126,8709,32820,15957,3157,16244,6559,3080,9691
6926,3096,8646,33010,16174,3127,16235,6597,3040,9891
6927,3087,8670,32700,15993,3134,16084,6633,2970,9708
6928,3261,8781,32600,15827,3134,16048,6763,2990,9726
6929,3415,8875,32470,15584,3099,15774,6635,2870,9499
6930,3319,8629,31880,15247,3017,15570,6578,2860,9564
6931,3205,8286,30500,14512,2883,14876,6279,2710,9140
6932,3040,7950,29090,13912,2777,14151,6017,2560,8665
6933,2888,7534,27540,13350,2687,13516,5791,2420,8290
6934,2745,7228,26350,13065,2642,12973,5523,2260,7894
6935,2694,6979,25020,12775,2532,12461,5328,2240,7640
6936,2557,6678,23250,11929,2412,11603,5050,2110,7187
6937,2524,6636,22120,11609,2410,11089,4920,2050,6927
6938,2656,6792,21970,11601,2545,11362,5127,2120,7178
6939,2825,7080,22390,12003,2704,12033,5511,2310,7732
6940,2891,7308,22960,12244,2777,12280,5845,2510,8244
6941,2895,7479,23530,12404,2773,12320,5923,2570,8430
6942,2962,7484,24400,12631,2688,12449,5815,2460,8174
6943,3110,7659,25890,13345,2661,13186,5783,2480,8050
6944,3327,8374,28870,15180,2878,14852,6203,2770,8327
6945,3457,8920,31500,16325,3094,16104,6369,2970,9188
6946,3553,8895,32510,16430,3202,16402,6535,3060,9593
6947,3385,8889,33170,16319,3261,16378,6658,3140,9688
6948,3236,8493,32150,15326,3013,15617,6288,3010,9341
6949,3290,8879,33240,16197,3110,16438,6558,3120,9835
6950,3226,8818,33290,16372,3154,16488,6729,3080,9957
6951,3240,8792,32940,16212,3113,16316,6830,3020,9596
